Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,HBName,Year,Quarter_single
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13146,81186,6.17571885,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13199,86641,6.56420941,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,12805,85208,6.654275674,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,12406,79740,6.427535064,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13256,84050,6.340525045,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13256,79920,6.028968014,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13882,85298,6.144503674,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14293,83460,5.839221997,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,15289,87858,5.746484401,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14239,90751,6.373411054,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,11717,63022,5.37868055,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13657,75285,5.512557663,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13940,81385,5.838235294,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,13703,78964,5.762533752,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14134,78624,5.562756474,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14583,85922,5.891928958,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14467,90153,6.231630608,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14289,87034,6.090979075,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14629,91032,6.222708319,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14491,91477,6.312676834,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,70-79 years,14867,93943,6.318894195,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,10623,84537,7.957921491,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,10678,87217,8.16791534,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,10259,82881,8.078857588,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,9965,80936,8.122027095,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,10741,83883,7.809608044,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,10809,84507,7.81820705,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11319,81800,7.226786819,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11431,80531,7.044965445,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,12503,88360,7.067103895,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11891,95595,8.0392734,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,9493,59986,6.318971874,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11254,70943,6.303803092,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11676,77529,6.640030832,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11412,78546,6.882754995,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11289,73912,6.547258393,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11213,76886,6.85686257,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11834,86943,7.346881866,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11887,86561,7.281988727,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,12326,93248,7.565146844,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11808,93649,7.930978997,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,80-89 years,11873,89580,7.544849659,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2450,21674,8.846530612,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2446,23587,9.64309076,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2124,20959,9.867702448,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2020,20169,9.984653465,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2287,20765,9.079580236,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2520,22708,9.011111111,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2495,22071,8.846092184,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2521,20771,8.239190797,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2962,23403,7.901080351,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2906,24371,8.386441844,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2197,14718,6.699135184,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2620,18062,6.89389313,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2828,20358,7.198727016,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2829,22726,8.033227289,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2736,20303,7.420687135,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2641,20379,7.716395305,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2934,22983,7.833333333,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2970,24200,8.148148148,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2952,25892,8.77100271,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,2956,24540,8.301759134,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,90 years and over,3240,26724,8.248148148,NA,0,0,NA,z,NA,2022,Q4
